"uid";"name";"nbContributions";"nbDayContributions";"nbNightContributions";"nbOfweekContributions";"nbOfweekendContributions";"nbCreations";"nbModifications";"nbDeletes";"nbBlockReceived";"totalChangesetCount";"p_DayContributions";"p_NightContributions";"p_OfweekContributions";"p_OfweekendContributions";"p_Creations";"p_Modifications";"p_Deletes";"nbChangesetFenetre"
"364916";"Vincent de Phily";"1";"1";"0";"0";"1";"0";"0";"1";"0";"1489";"1.0";"0.0";"0.0";"1.0";"0.0";"0.0";"1.0";"1"
"10610";"RedFox";"26";"9";"17";"25";"1";"1";"24";"1";"0";"4422";"0.34615384615384615";"0.6538461538461539";"0.9615384615384616";"0.038461538461538464";"0.038461538461538464";"0.9230769230769231";"0.038461538461538464";"5"
"989564";"Thomas Rast";"3";"3";"0";"0";"3";"1";"2";"0";"0";"181";"1.0";"0.0";"0.0";"1.0";"0.3333333333333333";"0.6666666666666666";"0.0";"2"
"1750383";"Léo Frachet";"32";"0";"32";"32";"0";"26";"6";"0";"0";"147";"0.0";"1.0";"1.0";"0.0";"0.8125";"0.1875";"0.0";"2"
"38262";"Pascal Rigaux";"2";"0";"2";"2";"0";"0";"2";"0";"0";"440";"0.0";"1.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1"
"68982";"kisaa";"7";"1";"6";"6";"1";"1";"3";"3";"0";"2670";"0.14285714285714285";"0.8571428571428571";"0.8571428571428571";"0.14285714285714285";"0.14285714285714285";"0.42857142857142855";"0.42857142857142855";"2"
"86393";"Olivier Delaune";"2";"0";"2";"2";"0";"0";"2";"0";"0";"711";"0.0";"1.0";"1.0";"0.0";"0.0";"1.0";"0.0";"2"
"1709411";"Shlublu";"248";"165";"83";"240";"8";"136";"109";"3";"0";"989";"0.6653225806451613";"0.3346774193548387";"0.967741935483871";"0.03225806451612903";"0.5483870967741935";"0.43951612903225806";"0.012096774193548387";"64"
"90488";"ger4rd";"1";"0";"1";"0";"1";"1";"0";"0";"0";"1960";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"1"
"521593";"GutsJM";"7";"4";"3";"7";"0";"3";"4";"0";"0";"178";"0.5714285714285714";"0.42857142857142855";"1.0";"0.0";"0.42857142857142855";"0.5714285714285714";"0.0";"6"
"419206";"hmitonneau";"1";"0";"1";"1";"0";"0";"1";"0";"0";"705";"0.0";"1.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1"
"619916";"Olive Rouge";"14";"14";"0";"14";"0";"8";"1";"5";"0";"3";"1.0";"0.0";"1.0";"0.0";"0.5714285714285714";"0.07142857142857142";"0.35714285714285715";"1"
"1994137";"ConwayJ18";"1";"0";"1";"1";"0";"1";"0";"0";"0";"13";"0.0";"1.0";"1.0";"0.0";"1.0";"0.0";"0.0";"1"
"2172329";"yukiandy";"1";"1";"0";"1";"0";"1";"0";"0";"0";"70";"1.0";"0.0";"1.0";"0.0";"1.0";"0.0";"0.0";"1"
"1914263";"Doris de Caraibexpat";"18";"0";"18";"18";"0";"5";"9";"4";"0";"5";"0.0";"1.0";"1.0";"0.0";"0.2777777777777778";"0.5";"0.2222222222222222";"3"
"2512300";"samely";"11";"5";"6";"11";"0";"4";"4";"3";"0";"103656";"0.45454545454545453";"0.5454545454545454";"1.0";"0.0";"0.36363636363636365";"0.36363636363636365";"0.2727272727272727";"4"
"2102700";"Clement_B";"1";"1";"0";"1";"0";"0";"1";"0";"0";"1";"1.0";"0.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1"
"1218972";"kelian8";"4";"2";"2";"2";"2";"0";"4";"0";"0";"247";"0.5";"0.5";"0.5";"0.5";"0.0";"1.0";"0.0";"3"
"1626505";"nk0";"1";"1";"0";"1";"0";"1";"0";"0";"0";"5";"1.0";"0.0";"1.0";"0.0";"1.0";"0.0";"0.0";"1"
"860575";"MarcelHerault";"2073";"1970";"103";"2073";"0";"899";"1105";"69";"0";"11512";"0.9503135552339604";"0.049686444766039554";"1.0";"0.0";"0.43367100820067533";"0.5330438977327545";"0.03328509406657019";"65"
"3119547";"Christophe9791";"1";"0";"1";"0";"1";"1";"0";"0";"0";"43";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"1"
"2019721";"VinceBugs";"3";"0";"3";"3";"0";"0";"3";"0";"0";"8";"0.0";"1.0";"1.0";"0.0";"0.0";"1.0";"0.0";"3"
"190869";"elbatrop";"2";"2";"0";"2";"0";"1";"1";"0";"0";"5212";"1.0";"0.0";"1.0";"0.0";"0.5";"0.5";"0.0";"2"
"629136";"Stayj";"8";"0";"8";"0";"8";"2";"5";"1";"0";"6";"0.0";"1.0";"0.0";"1.0";"0.25";"0.625";"0.125";"6"
"696723";"Fabienamnet";"9";"0";"9";"0";"9";"9";"0";"0";"0";"320";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"1"
"52634";"Tristramg";"12";"12";"0";"12";"0";"0";"12";"0";"0";"87";"1.0";"0.0";"1.0";"0.0";"0.0";"1.0";"0.0";"5"
"125339";"efred";"2";"0";"2";"2";"0";"0";"2";"0";"0";"7026";"0.0";"1.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1"
"858513";"ylark";"24";"22";"2";"19";"5";"11";"13";"0";"0";"1441";"0.9166666666666666";"0.08333333333333333";"0.7916666666666666";"0.20833333333333334";"0.4583333333333333";"0.5416666666666666";"0.0";"15"
"538005";"EddieJ";"5";"5";"0";"5";"0";"3";"2";"0";"0";"3029";"1.0";"0.0";"1.0";"0.0";"0.6";"0.4";"0.0";"1"
"1810874";"trystero";"10";"10";"0";"10";"0";"1";"6";"3";"0";"124";"1.0";"0.0";"1.0";"0.0";"0.1";"0.6";"0.3";"5"
"1445303";"Amrik Singh";"1";"0";"1";"1";"0";"1";"0";"0";"0";"1";"0.0";"1.0";"1.0";"0.0";"1.0";"0.0";"0.0";"1"
"577962";"patheticcockroach";"1";"1";"0";"0";"1";"0";"1";"0";"0";"27";"1.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"1"
"1679807";"Cato_d_Ae";"5";"5";"0";"5";"0";"0";"5";"0";"0";"8281";"1.0";"0.0";"1.0";"0.0";"0.0";"1.0";"0.0";"3"
"214436";"PanierAvide";"8";"0";"8";"8";"0";"0";"8";"0";"1";"3285";"0.0";"1.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1"
"711074";"scm77";"3";"1";"2";"0";"3";"0";"3";"0";"0";"122";"0.3333333333333333";"0.6666666666666666";"0.0";"1.0";"0.0";"1.0";"0.0";"3"
"582049";"yoko99";"2";"0";"2";"2";"0";"0";"2";"0";"0";"5627";"0.0";"1.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1"
"3081605";"emalquier";"1";"0";"1";"1";"0";"0";"1";"0";"0";"44";"0.0";"1.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1"
"2381194";"althio";"52";"47";"5";"52";"0";"12";"40";"0";"0";"617";"0.9038461538461539";"0.09615384615384616";"1.0";"0.0";"0.23076923076923078";"0.7692307692307693";"0.0";"11"
"300459";"didier2020";"3";"2";"1";"1";"2";"1";"2";"0";"1";"36217";"0.6666666666666666";"0.3333333333333333";"0.3333333333333333";"0.6666666666666666";"0.3333333333333333";"0.6666666666666666";"0.0";"3"
"3249566";"Pelléas";"4";"4";"0";"0";"4";"2";"1";"1";"0";"3";"1.0";"0.0";"0.0";"1.0";"0.5";"0.25";"0.25";"1"
"16821";"geraki";"1";"1";"0";"1";"0";"0";"1";"0";"0";"2005";"1.0";"0.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1"
"456113";"eric_G";"154";"154";"0";"154";"0";"0";"55";"99";"0";"8529";"1.0";"0.0";"1.0";"0.0";"0.0";"0.35714285714285715";"0.6428571428571429";"2"
"133564";"axx";"2";"2";"0";"2";"0";"2";"0";"0";"0";"245";"1.0";"0.0";"1.0";"0.0";"1.0";"0.0";"0.0";"1"
"870861";"user_870861";"117";"48";"69";"103";"14";"13";"52";"52";"null";"null";"0.41025641025641024";"0.5897435897435898";"0.8803418803418803";"0.11965811965811966";"0.1111111111111111";"0.4444444444444444";"0.4444444444444444";"21"
"50624";"David Crochet";"2";"2";"0";"1";"1";"0";"1";"1";"0";"4468";"1.0";"0.0";"0.5";"0.5";"0.0";"0.5";"0.5";"2"
"466374";"rando67";"31";"0";"31";"31";"0";"29";"2";"0";"0";"4758";"0.0";"1.0";"1.0";"0.0";"0.9354838709677419";"0.06451612903225806";"0.0";"1"
"3197428";"Carte-on";"19";"19";"0";"0";"19";"0";"19";"0";"0";"199";"1.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"1"
"644547";"jeremius";"9";"2";"7";"3";"6";"2";"7";"0";"0";"240";"0.2222222222222222";"0.7777777777777778";"0.3333333333333333";"0.6666666666666666";"0.2222222222222222";"0.7777777777777778";"0.0";"4"
"158153";"jetthe";"1";"1";"0";"1";"0";"1";"0";"0";"0";"5022";"1.0";"0.0";"1.0";"0.0";"1.0";"0.0";"0.0";"1"
"2291177";"00u";"1";"0";"1";"1";"0";"1";"0";"0";"0";"192";"0.0";"1.0";"1.0";"0.0";"1.0";"0.0";"0.0";"1"
"2343400";"futing";"1";"0";"1";"1";"0";"1";"0";"0";"0";"2";"0.0";"1.0";"1.0";"0.0";"1.0";"0.0";"0.0";"1"
"2070989";"FlorianPerucchetti";"1";"1";"0";"1";"0";"0";"1";"0";"0";"2482";"1.0";"0.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1"
"1199553";"jean-christophe windland";"60";"0";"60";"43";"17";"15";"40";"5";"0";"63";"0.0";"1.0";"0.7166666666666667";"0.2833333333333333";"0.25";"0.6666666666666666";"0.08333333333333333";"15"
"3289574";"Stella Fashion Europe";"6";"6";"0";"6";"0";"3";"2";"1";"0";"8";"1.0";"0.0";"1.0";"0.0";"0.5";"0.3333333333333333";"0.16666666666666666";"5"
"687570";"FrancoisMallet";"6";"0";"6";"5";"1";"0";"4";"2";"0";"249";"0.0";"1.0";"0.8333333333333334";"0.16666666666666666";"0.0";"0.6666666666666666";"0.3333333333333333";"3"
"598509";"gbilotta";"1";"0";"1";"0";"1";"0";"1";"0";"0";"114";"0.0";"1.0";"0.0";"1.0";"0.0";"1.0";"0.0";"1"
"123364";"Tronikon";"1";"1";"0";"0";"1";"1";"0";"0";"0";"7856";"1.0";"0.0";"0.0";"1.0";"1.0";"0.0";"0.0";"1"
"656876";"Fabus1393";"101";"0";"101";"101";"0";"14";"61";"26";"0";"53";"0.0";"1.0";"1.0";"0.0";"0.13861386138613863";"0.6039603960396039";"0.25742574257425743";"9"
"398817";"ullus";"1";"1";"0";"1";"0";"0";"1";"0";"0";"2145";"1.0";"0.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1"
"1245684";"deloikat";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"1.0";"0.0";"1.0";"0.0";"1.0";"0.0";"0.0";"1"
"2749888";"Sovxx";"12";"1";"11";"6";"6";"9";"3";"0";"0";"2359";"0.08333333333333333";"0.9166666666666666";"0.5";"0.5";"0.75";"0.25";"0.0";"6"
"1241595";"ᴀᴅᴍɪɴ";"2";"2";"0";"2";"0";"0";"2";"0";"1";"5428";"1.0";"0.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1"
"860647";"Ljubinka";"1";"0";"1";"1";"0";"0";"1";"0";"0";"292";"0.0";"1.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1"
"76269";"Snusmumriken";"19";"9";"10";"12";"7";"5";"12";"2";"1";"11617";"0.47368421052631576";"0.5263157894736842";"0.631578947368421";"0.3684210526315789";"0.2631578947368421";"0.631578947368421";"0.10526315789473684";"14"
"1016290";"ika-chan! UK";"59";"1";"58";"57";"2";"8";"51";"0";"1";"9132";"0.01694915254237288";"0.9830508474576272";"0.9661016949152542";"0.03389830508474576";"0.13559322033898305";"0.864406779661017";"0.0";"6"
"2762183";"Poluxus";"20";"0";"20";"20";"0";"15";"5";"0";"0";"17";"0.0";"1.0";"1.0";"0.0";"0.75";"0.25";"0.0";"2"
"185836";"sly_bot";"57";"57";"0";"57";"0";"0";"57";"0";"0";"239";"1.0";"0.0";"1.0";"0.0";"0.0";"1.0";"0.0";"3"
"896509";"Cactusbone";"1";"1";"0";"1";"0";"0";"1";"0";"0";"125";"1.0";"0.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1"
"1964526";"louis oblomov";"2";"1";"1";"2";"0";"1";"1";"0";"0";"2";"0.5";"0.5";"1.0";"0.0";"0.5";"0.5";"0.0";"2"
"188930";"JLZIMMERMANN";"129";"99";"30";"115";"14";"77";"51";"1";"0";"41880";"0.7674418604651163";"0.23255813953488372";"0.8914728682170543";"0.10852713178294573";"0.5968992248062015";"0.3953488372093023";"0.007751937984496124";"51"
"1279506";"thibdrev";"4";"1";"3";"4";"0";"0";"4";"0";"0";"4080";"0.25";"0.75";"1.0";"0.0";"0.0";"1.0";"0.0";"2"
"152074";"beweta";"27";"0";"27";"6";"21";"1";"26";"0";"1";"5088";"0.0";"1.0";"0.2222222222222222";"0.7777777777777778";"0.037037037037037035";"0.9629629629629629";"0.0";"4"
"2321975";"MichaeldeParis";"2";"2";"0";"2";"0";"1";"1";"0";"0";"1";"1.0";"0.0";"1.0";"0.0";"0.5";"0.5";"0.0";"1"
"219668";"sev_osm";"25";"5";"20";"20";"5";"17";"7";"1";"0";"5399";"0.2";"0.8";"0.8";"0.2";"0.68";"0.28";"0.04";"4"
"299539";"Lenezir";"2";"2";"0";"2";"0";"0";"2";"0";"1";"907";"1.0";"0.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1"
"212507";"absinthologue";"2";"1";"1";"2";"0";"1";"1";"0";"0";"1700";"0.5";"0.5";"1.0";"0.0";"0.5";"0.5";"0.0";"2"
"79386";"philippekerla";"15";"5";"10";"3";"12";"0";"15";"0";"0";"4630";"0.3333333333333333";"0.6666666666666666";"0.2";"0.8";"0.0";"1.0";"0.0";"9"
"1772032";"Vincent Génin";"8";"8";"0";"8";"0";"0";"8";"0";"0";"707";"1.0";"0.0";"1.0";"0.0";"0.0";"1.0";"0.0";"2"
"1408522";"Omnific";"2";"0";"2";"2";"0";"1";"1";"0";"0";"21282";"0.0";"1.0";"1.0";"0.0";"0.5";"0.5";"0.0";"1"
"1802811";"HalClem";"3";"3";"0";"3";"0";"1";"2";"0";"0";"1525";"1.0";"0.0";"1.0";"0.0";"0.3333333333333333";"0.6666666666666666";"0.0";"3"
"1920573";"Jbenic67";"6";"6";"0";"6";"0";"1";"5";"0";"0";"2";"1.0";"0.0";"1.0";"0.0";"0.16666666666666666";"0.8333333333333334";"0.0";"2"
"76321";"promeneur";"1";"1";"0";"0";"1";"0";"1";"0";"0";"5160";"1.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"1"
"39457";"Markus59";"3";"3";"0";"0";"3";"0";"3";"0";"0";"7677";"1.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"3"
"15908";"cantece";"25";"25";"0";"21";"4";"9";"16";"0";"0";"25877";"1.0";"0.0";"0.84";"0.16";"0.36";"0.64";"0.0";"6"
"1702449";"Guide to the Camino";"1";"0";"1";"1";"0";"1";"0";"0";"0";"1";"0.0";"1.0";"1.0";"0.0";"1.0";"0.0";"0.0";"1"
"1598001";"OsmIdf";"114";"74";"40";"90";"24";"13";"100";"1";"0";"746";"0.6491228070175439";"0.3508771929824561";"0.7894736842105263";"0.21052631578947367";"0.11403508771929824";"0.8771929824561403";"0.008771929824561403";"12"
"388649";"Luuuddooo";"11";"4";"7";"11";"0";"5";"6";"0";"0";"2037";"0.36363636363636365";"0.6363636363636364";"1.0";"0.0";"0.45454545454545453";"0.5454545454545454";"0.0";"2"
"2560523";"Robowolfer";"1";"0";"1";"1";"0";"0";"1";"0";"0";"2652";"0.0";"1.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1"
"1011255";"Ano59";"1";"0";"1";"0";"1";"0";"1";"0";"0";"269";"0.0";"1.0";"0.0";"1.0";"0.0";"1.0";"0.0";"1"
"151098";"emm3xx";"2";"0";"2";"2";"0";"0";"2";"0";"0";"25";"0.0";"1.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1"
"2226712";"dannykath";"2";"0";"2";"0";"2";"0";"2";"0";"1";"112070";"0.0";"1.0";"0.0";"1.0";"0.0";"1.0";"0.0";"2"
"143932";"NicolasDumoulin";"2";"2";"0";"2";"0";"0";"2";"0";"0";"3432";"1.0";"0.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1"
"34368";"rschwarz";"1";"0";"1";"1";"0";"1";"0";"0";"0";"734";"0.0";"1.0";"1.0";"0.0";"1.0";"0.0";"0.0";"1"
"248386";"poniol";"1";"1";"0";"1";"0";"0";"1";"0";"0";"5015";"1.0";"0.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1"
"575051";"dkalinine";"1";"1";"0";"1";"0";"0";"1";"0";"0";"315";"1.0";"0.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1"
"2970217";"LICK";"1";"1";"0";"0";"1";"1";"0";"0";"0";"21";"1.0";"0.0";"0.0";"1.0";"1.0";"0.0";"0.0";"1"
"67141";"ligfietser";"1";"0";"1";"1";"0";"1";"0";"0";"0";"10905";"0.0";"1.0";"1.0";"0.0";"1.0";"0.0";"0.0";"1"
"835140";"nounours77";"44";"0";"44";"2";"42";"12";"29";"3";"0";"1314";"0.0";"1.0";"0.045454545454545456";"0.9545454545454546";"0.2727272727272727";"0.6590909090909091";"0.06818181818181818";"9"
"242257";"Emmanuel Dewaele";"41";"5";"36";"29";"12";"9";"31";"1";"0";"1844";"0.12195121951219512";"0.8780487804878049";"0.7073170731707317";"0.2926829268292683";"0.21951219512195122";"0.7560975609756098";"0.024390243902439025";"9"
"368215";"wandsecacher";"1";"0";"1";"1";"0";"0";"1";"0";"0";"7029";"0.0";"1.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1"
"2057798";"Sarvihepo";"6";"0";"6";"6";"0";"0";"6";"0";"0";"3297";"0.0";"1.0";"1.0";"0.0";"0.0";"1.0";"0.0";"2"
"715371";"715371";"1";"1";"0";"1";"0";"0";"1";"0";"0";"8517";"1.0";"0.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1"
"83557";"Esperanza36";"100";"84";"16";"72";"28";"2";"98";"0";"0";"19560";"0.84";"0.16";"0.72";"0.28";"0.02";"0.98";"0.0";"15"
"2544194";"e-bot";"4";"0";"4";"4";"0";"1";"2";"1";"0";"2";"0.0";"1.0";"1.0";"0.0";"0.25";"0.5";"0.25";"2"
"1220214";"Traudi38";"2";"2";"0";"2";"0";"0";"2";"0";"0";"8";"1.0";"0.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1"
"327264";"Vincent Dém";"1";"1";"0";"1";"0";"1";"0";"0";"0";"233";"1.0";"0.0";"1.0";"0.0";"1.0";"0.0";"0.0";"1"
"609900";"Axelos";"2";"2";"0";"2";"0";"1";"1";"0";"0";"1567";"1.0";"0.0";"1.0";"0.0";"0.5";"0.5";"0.0";"1"
"675449";"jseigneuret";"2";"2";"0";"2";"0";"0";"2";"0";"0";"5211";"1.0";"0.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1"
"73334";"Herve5";"3";"1";"2";"0";"3";"3";"0";"0";"0";"332";"0.3333333333333333";"0.6666666666666666";"0.0";"1.0";"1.0";"0.0";"0.0";"2"
"143992";"hackbert";"1";"1";"0";"0";"1";"1";"0";"0";"0";"136";"1.0";"0.0";"0.0";"1.0";"1.0";"0.0";"0.0";"1"
"392827";"pnorman_mechanical";"1";"0";"1";"1";"0";"0";"1";"0";"1";"802";"0.0";"1.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1"
"2377377";"abel801";"4";"3";"1";"4";"0";"0";"3";"1";"0";"68519";"0.75";"0.25";"1.0";"0.0";"0.0";"0.75";"0.25";"2"
"2112166";"Timothée Hoarau";"6";"6";"0";"0";"6";"0";"0";"6";"0";"1";"1.0";"0.0";"0.0";"1.0";"0.0";"0.0";"1.0";"1"
"1964699";"Adrien DORLAND";"2";"2";"0";"2";"0";"0";"2";"0";"0";"1";"1.0";"0.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1"
"64134";"highpotential";"2";"2";"0";"2";"0";"0";"2";"0";"0";"6694";"1.0";"0.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1"
"2280101";"ThisDancerie";"1";"1";"0";"1";"0";"0";"1";"0";"0";"1";"1.0";"0.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1"
"2087571";"Djump";"3";"2";"1";"3";"0";"2";"1";"0";"0";"17";"0.6666666666666666";"0.3333333333333333";"1.0";"0.0";"0.6666666666666666";"0.3333333333333333";"0.0";"3"
"439947";"StephaneP";"16";"0";"16";"16";"0";"0";"16";"0";"1";"6482";"0.0";"1.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1"
"1679";"andrewpmk";"4";"0";"4";"4";"0";"2";"2";"0";"1";"296039";"0.0";"1.0";"1.0";"0.0";"0.5";"0.5";"0.0";"2"
"3334816";"shinodark";"1";"0";"1";"0";"1";"1";"0";"0";"0";"1";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"1"
"581277";"meihou";"28";"28";"0";"28";"0";"13";"13";"2";"0";"5061";"1.0";"0.0";"1.0";"0.0";"0.4642857142857143";"0.4642857142857143";"0.07142857142857142";"1"
"1244807";"Oberpfälzer";"1";"1";"0";"0";"1";"0";"1";"0";"0";"2728";"1.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"1"
"18069";"Claudius Henrichs";"1";"0";"1";"0";"1";"0";"1";"0";"0";"20037";"0.0";"1.0";"0.0";"1.0";"0.0";"1.0";"0.0";"1"
"141978";"PhQ";"4";"4";"0";"4";"0";"0";"4";"0";"1";"8220";"1.0";"0.0";"1.0";"0.0";"0.0";"1.0";"0.0";"3"
"1238664";"zerpou";"193";"94";"99";"146";"47";"71";"117";"5";"3";"35029";"0.48704663212435234";"0.5129533678756477";"0.7564766839378239";"0.24352331606217617";"0.36787564766839376";"0.6062176165803109";"0.025906735751295335";"56"
"615059";"misht";"10";"0";"10";"10";"0";"6";"4";"0";"0";"6463";"0.0";"1.0";"1.0";"0.0";"0.6";"0.4";"0.0";"3"
"239256";"erics67";"1";"1";"0";"0";"1";"0";"1";"0";"0";"527";"1.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"1"
"90780";"Verdy_p";"42";"16";"26";"17";"25";"0";"39";"3";"0";"9050";"0.38095238095238093";"0.6190476190476191";"0.40476190476190477";"0.5952380952380952";"0.0";"0.9285714285714286";"0.07142857142857142";"3"
"136860";"indigomc";"2";"2";"0";"0";"2";"0";"2";"0";"0";"7869";"1.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"2"
"2407099";"BobOlive";"1";"0";"1";"1";"0";"1";"0";"0";"0";"1";"0.0";"1.0";"1.0";"0.0";"1.0";"0.0";"0.0";"1"
"2027199";"pedroazuram";"5";"0";"5";"5";"0";"3";"2";"0";"0";"2";"0.0";"1.0";"1.0";"0.0";"0.6";"0.4";"0.0";"2"
"2228868";"Singing-poppy_script";"16";"5";"11";"10";"6";"0";"16";"0";"0";"2693";"0.3125";"0.6875";"0.625";"0.375";"0.0";"1.0";"0.0";"16"
"16038";"krysst";"29";"0";"29";"25";"4";"10";"16";"3";"1";"3950";"0.0";"1.0";"0.8620689655172413";"0.13793103448275862";"0.3448275862068966";"0.5517241379310345";"0.10344827586206896";"3"
"399008";"Sam Tuke";"2";"0";"2";"0";"2";"2";"0";"0";"0";"52";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"1"
"767661";"jmgcmdi14";"42";"42";"0";"6";"36";"18";"14";"10";"0";"7";"1.0";"0.0";"0.14285714285714285";"0.8571428571428571";"0.42857142857142855";"0.3333333333333333";"0.23809523809523808";"3"
"1241781";"shawarma";"8";"8";"0";"8";"0";"4";"3";"1";"0";"167";"1.0";"0.0";"1.0";"0.0";"0.5";"0.375";"0.125";"3"
"550560";"Seandebasti";"1";"0";"1";"1";"0";"0";"1";"0";"0";"7020";"0.0";"1.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1"
"145064";"ebesson";"1";"1";"0";"1";"0";"1";"0";"0";"0";"14";"1.0";"0.0";"1.0";"0.0";"1.0";"0.0";"0.0";"1"
"2053813";"Fang Yuting";"8";"0";"8";"8";"0";"0";"8";"0";"0";"421";"0.0";"1.0";"1.0";"0.0";"0.0";"1.0";"0.0";"1"
"37548";"Marcussacapuces91";"71";"9";"62";"32";"39";"26";"32";"13";"1";"19586";"0.1267605633802817";"0.8732394366197183";"0.4507042253521127";"0.5492957746478874";"0.36619718309859156";"0.4507042253521127";"0.18309859154929578";"7"
"1554107";"jgpacker";"1";"1";"0";"0";"1";"0";"1";"0";"0";"262";"1.0";"0.0";"0.0";"1.0";"0.0";"1.0";"0.0";"1"
"58037";"Bruno Duyé";"1";"1";"0";"1";"0";"1";"0";"0";"0";"346";"1.0";"0.0";"1.0";"0.0";"1.0";"0.0";"0.0";"1"
"338611";"marek kleciak";"21";"21";"0";"21";"0";"5";"16";"0";"2";"16173";"1.0";"0.0";"1.0";"0.0";"0.23809523809523808";"0.7619047619047619";"0.0";"1"
"706229";"JIBEC";"25";"1";"24";"2";"23";"19";"6";"0";"0";"1153";"0.04";"0.96";"0.08";"0.92";"0.76";"0.24";"0.0";"5"
